"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"
0	0.974329490098617	0	0.960929523214718	0	0.971567232762535	0	0.955353904316826	0	0.894585062154374	0	0.965209801087118	0	0.985727939522125
0	0.968727372209235	1	0.37439313143473	0	0.853459457108651	0	0.986599119711547	0	0.971644755336494	0	0.929345826870609	0	0.906768980168465
0	0.989007980434993	0	0.989714951226652	0	0.970371825285583	0	0.978112825842789	0	0.974435592272069	0	0.977426727532242	0	0.692064732808595
0	0.908038551249472	0	0.894036845313023	0	0.989757329928141	0	0.688580503067564	0	0.62179472750326	0	0.938661071379317	0	0.902438651793151
0	0.9750524837088	0	0.884968080311045	0	0.99846443229106	0	0.969274994724511	0	0.985614922208561	0	0.993359717240786	0	0.776750814554703
0	0.995506980593049	0	0.590985804826723	0	0.852821661851577	0	0.9526400424438	0	0.865048689623828	0	0.942282313930451	0	0.861272237404809
1	0.61534323190629	1	0.389383794392603	1	0.40742346861056	0	0.853540405353491	0	0.770944340925966	0	0.831867117454098	0	0.906677150919035
0	0.992523385317647	0	0.960666989216612	0	0.977478703777223	0	0.852417150966042	0	0.825708186189038	1	0.72484162783735	0	0.891912005727749
0	0.990814428222802	0	0.936718802181086	0	0.907498628296964	0	0.731964497930927	0	0.977191691018428	0	0.966503115266449	0	0.790566495297425
0	0.996485622327412	0	0.709937764431019	0	0.970375433657413	0	0.991005108375765	0	0.955311150514679	0	0.957186218349193	0	0.878348571219649
0	0.982274111680149	0	0.625318527390451	0	0.954184336690733	0	0.976975134248303	0	0.983379001490214	0	0.950174410618055	0	0.772007840204285
0	0.993365865193004	0	0.981026857152737	0	0.940907533234487	1	0.937610064429644	0	0.85087057856429	0	0.950880568057489	0	0.865414879374994
0	0.990229005361188	0	0.994425361541554	0	0.999946858826612	0	0.997731915568631	0	0.996312929517695	0	0.988953423426725	0	0.978702297961149
0	0.784784118242126	0	0.923039845973307	0	0.818025916164551	0	0.40064217127749	0	0.982882192363339	0	0.983745238239816	0	0.77636522753083
0	0.943775163160375	0	0.989977105223692	0	0.970670294041241	0	0.993487393534678	0	0.959185245825141	0	0.965314687980988	0	0.875750069642978
0	0.972450042912258	0	0.40061191921479	0	0.302390876910813	1	0.466551380013779	1	0.417861364532091	0	0.441829698002234	0	0.804813467176687
0	0.987832804472031	0	0.988525807573315	0	0.973099988340825	0	0.993748420599006	0	0.993360224781218	0	0.986928312517009	0	0.830981199629491
0	0.969661094250916	0	0.98633666195096	0	0.987256702349156	0	0.882903479783057	0	0.843383423444589	0	0.952532841304692	1	0.68051232831233
0	0.983035617424114	0	0.923309632575331	0	0.997864452079162	0	0.843822317741958	0	0.852659554516176	0	0.937861200006855	0	0.902331520759142
0	0.990131718012726	0	0.941762187558579	0	0.999527534842696	0	0.770852429426556	0	0.982677612858292	0	0.964935053555065	0	0.877279851993178
0	0.972728106302201	0	0.738954197905631	0	0.819933862078207	0	0.806881606008401	0	0.974943235547732	0	0.96591006616996	0	0.587048749928828
0	0.96407283534298	0	0.884745599211298	0	0.966647292781652	0	0.987991103664124	0	0.947587702063175	0	0.953972416009021	0	0.899743314243294
0	0.964911913719473	0	0.841894743260503	0	0.949269633987948	0	0.945450777579236	0	0.884303216316808	0	0.842661127329241	0	0.895137594667961
0	0.955287929675031	0	0.953256236489554	0	0.965800536409756	1	0.401016429395831	0	0.697202366379469	0	0.766191305742172	0	0.667540418956249
0	0.983532850783436	0	0.965847682291381	0	0.999426007098325	1	0.757690147080039	0	0.719390341659926	0	0.885051808607959	0	0.459355295655072
0	0.907461545509031	0	0.990062902432567	0	0.973938388354079	0	0.531648899339845	0	0.875522149236744	0	0.821564416518517	0	0.916165560378504
0	0.985620976552972	0	0.898492971377984	0	0.9863011976648	0	0.822837168636806	0	0.985898854171043	0	0.998275234770343	0	0.904250012976084
0	0.982257393437633	0	0.882565826281443	0	0.721887303204142	0	0.672283060745739	0	0.89538491054353	0	0.926613761482357	0	0.424183515264951
