"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"
0	0.987482966480769	0	0.910121853418699	0	0.938767478005444	0	0.93330223286448	0	0.704878028838198	0	0.784217154107291	1	0.472672378144759
0	0.988421678876787	0	0.9587451779907	0	0.973843544331572	0	0.955353904316826	0	0.894585062154374	0	0.965209801087118	0	0.985727939522125
0	0.970349963788261	1	0.37439313143473	0	0.853459457108651	0	0.986599119711547	0	0.971644755336494	0	0.929345826870609	1	0.906768980168465
0	0.989007980434993	0	0.989714951226652	0	0.970371825285583	0	0.986976864682964	0	0.991911479287166	0	0.984240178486657	0	0.690214646646407
0	0.908038551249472	0	0.894036845313023	0	0.989757329928141	0	0.688580503067564	0	0.62179472750326	0	0.938661071379317	0	0.902438651793151
0	0.983035617424114	0	0.882022530404485	0	0.99837882091421	0	0.975344364570887	0	0.991009161290609	0	0.998775262757136	0	0.772127757206218
0	0.995506980593049	0	0.589994130018434	0	0.843017772620308	0	0.957283143722461	0	0.874295603633461	0	0.973679084075371	0	0.861090716003219
1	0.590528764905067	1	0.389383794392603	1	0.40742346861056	0	0.853540405353491	0	0.770944340925966	0	0.831867117454098	0	0.906677150919035
0	0.990814428222802	0	0.936718802181086	0	0.907498628296964	0	0.731964497930927	0	0.977191691018428	0	0.966503115266449	0	0.790566495297425
0	0.997386392197132	0	0.68305774807949	0	0.968563289051115	0	0.991005108375765	0	0.955311150514679	0	0.957186218349193	0	0.878348571219649
0	0.982274111680149	0	0.625318527390451	0	0.954184336690733	0	0.976975134248303	0	0.983379001490214	0	0.950174410618055	0	0.772007840204285
0	0.985760075884788	0	0.97672840661109	0	0.959118859406704	1	0.938361842353347	0	0.849163154064756	0	0.950091274677211	0	0.865414879374994
0	0.996321651572912	0	0.994516164871367	0	0.99994685883563	0	0.997731915568631	0	0.996312929517695	0	0.988953423426725	0	0.978702297961149
0	0.784784118242126	0	0.95732771268632	0	0.83157177700942	0	0.40064217127749	0	0.982882192363339	0	0.983745238239816	0	0.77636522753083
0	0.943775163160375	0	0.989977105223692	0	0.970670294041241	0	0.993487393534678	0	0.959185245825141	0	0.965314687980988	0	0.875750069642978
0	0.966379126719267	0	0.40061191921479	0	0.302390876910813	1	0.466551380013779	1	0.417861364532091	0	0.441829698002234	0	0.804813467176687
0	0.987832804472031	0	0.988525807573315	0	0.973099988340825	0	0.994254986674239	0	0.993320837682237	0	0.98477647380943	0	0.828633262304475
0	0.969661094250916	0	0.98633666195096	0	0.987256702349156	0	0.882903479783057	0	0.843383423444589	0	0.952532841304692	1	0.68051232831233
0	0.983035617424114	0	0.937541322700715	0	0.998270683224543	0	0.843822317741958	0	0.852659554516176	0	0.937861200006855	0	0.902331520759142
0	0.990131718012726	0	0.941762187558579	0	0.999527534842696	0	0.770852429426556	0	0.982677612858292	0	0.964935053555065	0	0.877279851993178
0	0.976206280447635	0	0.738954197905631	0	0.819933862078207	0	0.812360756025602	0	0.979974395656179	0	0.976989752954517	0	0.586113052003674
0	0.969604874335292	0	0.92771613362925	0	0.97027760485906	0	0.987991103664124	0	0.947587702063175	0	0.953972416009021	0	0.899743314243294
0	0.964911913719473	0	0.856769911710124	0	0.951624731297053	0	0.945450777579236	0	0.884303216316808	0	0.842661127329241	0	0.895137594667961
0	0.965273238213124	0	0.953256236489554	0	0.965800536409756	1	0.401016429395831	0	0.697202366379469	0	0.766191305742172	0	0.667540418956249
0	0.984684551881875	0	0.962149748967089	0	0.999106147647924	1	0.874062399010845	0	0.821706592756407	0	0.949461842073887	0	0.506453783016103
0	0.907461545509031	0	0.990062902432567	0	0.973938388354079	0	0.531648899339845	0	0.875522149236744	0	0.821564416518517	0	0.916165560378504
0	0.985620976552972	0	0.898492971377984	0	0.9863011976648	0	0.822837168636806	0	0.985898854171043	0	0.998275234770343	0	0.904250012976084
0	0.982257393437633	0	0.935110875038403	0	0.727778640315827	0	0.672283060745739	0	0.89538491054353	0	0.926613761482357	0	0.424183515264951
1	0.462066786146757	1	0.826657221464861	0	0.985193229058598	0	0.77104543734357	0	0.858869388524314	0	0.887871724097048	1	0.380235886664154
0	0.926466071305024	0	0.969622153772493	0	0.989676879040713	1	0.468117394211775	0	0.865733199610566	0	0.90757242520316	0	0.689877057245442
0	0.981965012073488	0	0.994019142203379	0	0.991725090984407	1	0.712586468464311	0	0.890326973747515	0	0.987623603102626	0	0.749001201147906
0	0.981256384714875	0	0.831354191745406	0	0.981578780258909	0	0.933848611516032	0	0.876864914128636	0	0.978109891165611	0	0.984800260997066
0	0.990305975188233	0	0.855942331147604	0	0.915413751453355	0	0.975214573392718	0	0.955517008027715	0	0.944174900870661	0	0.919002373842766
0	0.908427777504862	1	0.27698233569205	0	0.980577035466357	0	0.7581755413109	1	0.592854846018015	1	0.491025473577053	0	0.898989883837415
0	0.995798567964185	0	0.939173564784137	0	0.932738296945462	0	0.994067405206101	0	0.997136596803781	0	0.99485200595552	0	0.87034129836392
0	0.975981729525542	0	0.568911093669519	0	0.689734915921957	0	0.973365825880524	0	0.987131113961773	0	0.99832622414633	0	0.839309330534569
0	0.976565080115547	0	0.924479656375513	0	0.963972358824419	0	0.45954446607228	0	0.551746306057048	0	0.678002225499203	0	0.809393607835416
0	0.983275684916844	0	0.984664455906678	0	0.986719271778432	0	0.926279018786227	0	0.990041750614996	0	0.985629108751424	0	0.841651089497697
0	0.974486722518052	0	0.970596958266117	0	0.958387178054794	0	0.974422847870204	0	0.940055834745365	0	0.921650762739914	0	0.589454859125528
0	0.982729840764572	0	0.956044203902279	0	0.945122602224794	0	0.885884501240219	0	0.739995998308771	0	0.784849789604307	0	0.750798442188499
0	0.920886972800311	0	0.86214096992987	0	0.995993147431541	0	0.968295837270258	0	0.976516790697852	0	0.951675334872406	0	0.867118923109997
0	0.974057895443166	0	0.870588253858982	0	0.878469221131226	0	0.759804382667931	0	0.825568810716905	1	0.727816517544434	1	0.519074196548559
0	0.383821493332557	0	0.912446139623894	0	0.99157790663351	0	0.934426761139166	0	0.983497611229441	0	0.980200983896136	0	0.893682888189938
0	0.927716995687906	0	0.904191611048765	0	0.999017153163168	0	0.741420511954544	0	0.869558313510957	0	0.793396599408177	0	0.801549337075388
0	0.984985169777813	0	0.94407277463499	0	0.962280317768687	0	0.996189952015033	0	0.994439966195303	0	0.983207103963292	0	0.732305299074303
0	0.921919491648544	0	0.966833402090897	0	0.983408444823456	0	0.984737178957311	0	0.992730686086978	0	0.988616147234586	1	0.616181151359987
0	0.977713999754963	0	0.995516109006661	0	0.991261209999665	0	0.998412652085163	0	0.996396929361681	0	0.993941315863746	0	0.74255799795742
