"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"	"ERRS"	"PROB"
0	0.715637672395797	0	0.713405032034709	0	0.833632980120724	0	0.946774090495884	0	0.914928973059071	0	0.999373839026706	0	0.999786380303611
0	0.8104665357774	0	0.673764371380901	0	0.959021270936077	0	0.99340640696311	0	0.994843631010671	0	0.986942369544767	0	0.959318777361111
0	0.83101248200753	0	0.940836216417798	0	0.832457357922246	0	0.94977824922649	0	0.705785647176931	0	0.99131730928393	0	0.863659260540813
0	0.720200017584411	0	0.652397590715606	0	0.834986801538388	0	0.986269871469005	0	0.997512345885301	0	0.999949968357605	0	0.999530347934519
0	0.777259132618125	0	0.758617431945953	0	0.674393915285056	0	0.842385635587912	0	0.993881412444178	0	0.999999998542638	0	0.972136143143619
0	0.881685347701108	0	0.832054031401044	0	0.968083736757613	0	0.939521353220636	0	0.90813822339239	0	0.975517149178296	0	0.878282807911801
0	0.783010079029968	1	0.364450524901296	1	0.70479768257544	0	0.66170201876081	0	0.893863541774406	0	0.92761845813284	0	0.926729581728135
0	0.847578110533515	0	0.782893202730878	0	0.887043775779256	0	0.875479207805258	0	0.920446052626976	1	0.812497856216221	0	0.979328562487793
0	0.837701978114426	0	0.777171444066606	0	0.664455921625962	0	0.910166414145139	0	0.924124543755643	0	0.971361265197081	0	0.960825468402223
0	0.807616089295866	0	0.819947302964838	0	0.898850580523941	0	0.993481880171123	0	0.97592473213435	0	0.986164425658111	0	0.996496258682573
0	0.815396140446189	0	0.856831382741959	0	0.903417517802065	0	0.980471958713295	0	0.9654565506596	0	0.999999895694273	0	0.919095413412561
0	0.652227074787932	0	0.83726490390221	0	0.962812417467432	1	0.847539005841255	0	0.989740965147777	0	0.98929874790711	0	0.965178662181025
0	0.918189141009904	0	0.885370590970238	0	0.910070948463281	0	0.99309455438356	0	0.999999996557033	0	0.999766521199552	0	0.988657410126204
0	0.712636333765433	0	0.73464407773549	0	0.850684737889122	0	0.792253605956971	0	0.915940908435751	0	0.937295779025888	0	0.64926565140496
0	0.949522212638251	0	0.957069648773185	0	0.969231979343767	0	0.999591082737641	0	0.999741348633645	0	0.999999905275908	0	0.990259917136307
0	0.919256767863049	0	0.787080453076117	0	0.97433399761572	0	0.993173624266133	0	0.982604028609229	0	0.975360360911134	0	0.957517728818317
0	0.947273337576662	0	0.938304335811895	0	0.953779180163933	0	0.998995082870845	0	0.998223004011628	0	0.999999977683378	0	0.916800284329741
