"batch"	"allele2"	"n"	"batch.freq"
"FINRISK_Finpcga_R3_Drem"	"01:04"	137	0.00946655610834715
"FINRISK_Finpcga_R3_Drem"	"01:05"	107	0.00739358761746821
"FINRISK_Finpcga_R3_Drem"	"02:01"	756	0.0522388059701493
"FINRISK_Finpcga_R3_Drem"	"03:01"	1613	0.111456605859591
"FINRISK_Finpcga_R3_Drem"	"03:02"	690	0.0476782752902156
"FINRISK_Finpcga_R3_Drem"	"03:03"	394	0.0272249861802101
"FINRISK_Finpcga_R3_Drem"	"04:01"	1522	0.105168601437258
"FINRISK_Finpcga_R3_Drem"	"05:01"	1245	0.086028192371476
"FINRISK_Finpcga_R3_Drem"	"05:05"	1185	0.0818822553897181
"FINRISK_Finpcga_R3_Drem"	"05:09"	1	6.90989496959646e-05
"FINRISK_Finpcga_R3_Drem"	"06:01"	15	0.00103648424543947
"FINRISK_FR02_BROAD_R3_Drem"	"01:01"	612	0.207317073170732
"FINRISK_FR02_BROAD_R3_Drem"	"01:02"	548	0.185636856368564
"FINRISK_FR02_BROAD_R3_Drem"	"01:03"	259	0.0877371273712737
"FINRISK_FR02_BROAD_R3_Drem"	"01:04"	34	0.0115176151761518
"FINRISK_FR02_BROAD_R3_Drem"	"01:05"	23	0.00779132791327913
"FINRISK_FR02_BROAD_R3_Drem"	"02:01"	158	0.0535230352303523
"FINRISK_FR02_BROAD_R3_Drem"	"03:01"	326	0.110433604336043
"FINRISK_FR02_BROAD_R3_Drem"	"03:02"	133	0.0450542005420054
"FINRISK_FR02_BROAD_R3_Drem"	"03:03"	69	0.0233739837398374
"FINRISK_FR02_BROAD_R3_Drem"	"04:01"	307	0.1039972899729
"FINRISK_FR02_BROAD_R3_Drem"	"05:01"	251	0.0850271002710027
"FINRISK_FR02_BROAD_R3_Drem"	"05:05"	231	0.0782520325203252
"FINRISK_FR02_BROAD_R3_Drem"	"06:01"	1	0.000338753387533875
"FINRISK_FR12_R3_Drem"	"01:01"	1241	0.187066626469702
"FINRISK_FR12_R3_Drem"	"01:02"	1227	0.184956285800422
"FINRISK_FR12_R3_Drem"	"01:03"	589	0.088785046728972
"FINRISK_FR12_R3_Drem"	"01:04"	84	0.0126620440156768
"FINRISK_FR12_R3_Drem"	"01:05"	50	0.00753693096171239
"FINRISK_FR12_R3_Drem"	"02:01"	381	0.0574314139282484
"FINRISK_FR12_R3_Drem"	"03:01"	746	0.112451009948749
"FINRISK_FR12_R3_Drem"	"03:02"	308	0.0464274947241483
"FINRISK_FR12_R3_Drem"	"03:03"	244	0.0367802230931565
"FINRISK_FR12_R3_Drem"	"04:01"	640	0.0964727163099186
"FINRISK_FR12_R3_Drem"	"05:01"	582	0.0877298763943322
"FINRISK_FR12_R3_Drem"	"05:05"	535	0.0806451612903226
"FINRISK_FR12_R3_Drem"	"05:09"	1	0.000150738619234248
"FINRISK_FR12_R3_Drem"	"06:01"	6	0.000904431715405487
"FINRISK_MRPRED_R3_Drem"	"01:01"	887	0.18736797634136
"FINRISK_MRPRED_R3_Drem"	"01:02"	851	0.179763413603718
"FINRISK_MRPRED_R3_Drem"	"01:03"	414	0.0874524714828897
"FINRISK_MRPRED_R3_Drem"	"01:04"	54	0.0114068441064639
"FINRISK_MRPRED_R3_Drem"	"01:05"	38	0.0080270384452894
"FINRISK_MRPRED_R3_Drem"	"02:01"	243	0.0513307984790875
"FINRISK_MRPRED_R3_Drem"	"03:01"	548	0.115758343895226
"FINRISK_MRPRED_R3_Drem"	"03:02"	199	0.0420363329108576
"FINRISK_MRPRED_R3_Drem"	"03:03"	130	0.0274609209970427
"FINRISK_MRPRED_R3_Drem"	"04:01"	478	0.100971694127588
"FINRISK_MRPRED_R3_Drem"	"05:01"	484	0.102239121250528
"FINRISK_MRPRED_R3_Drem"	"05:05"	403	0.0851288550908323
"FINRISK_MRPRED_R3_Drem"	"06:01"	5	0.00105618926911703
"FINRISK_PalotieCoreExome_R3_Drem"	"01:01"	1240	0.188909201706277
"FINRISK_PalotieCoreExome_R3_Drem"	"01:02"	1266	0.192870201096892
"FINRISK_PalotieCoreExome_R3_Drem"	"01:03"	607	0.0924741011578306
"FINRISK_PalotieCoreExome_R3_Drem"	"01:04"	71	0.0108165752589884
"FINRISK_PalotieCoreExome_R3_Drem"	"01:05"	47	0.00716026812918952
"FINRISK_PalotieCoreExome_R3_Drem"	"02:01"	325	0.0495124923826935
"FINRISK_PalotieCoreExome_R3_Drem"	"03:01"	754	0.114868982327849
"FINRISK_PalotieCoreExome_R3_Drem"	"03:02"	315	0.0479890310786106
"FINRISK_PalotieCoreExome_R3_Drem"	"03:03"	185	0.0281840341255332
"FINRISK_PalotieCoreExome_R3_Drem"	"04:01"	649	0.0988726386349787
"FINRISK_PalotieCoreExome_R3_Drem"	"05:01"	595	0.0906459475929311
"FINRISK_PalotieCoreExome_R3_Drem"	"05:05"	503	0.0766301035953687
"FINRISK_PalotieCoreExome_R3_Drem"	"05:09"	2	0.000304692260816575
"FINRISK_PalotieCoreExome_R3_Drem"	"06:01"	5	0.000761730652041438
"FINRISK_predictCVD_Corogene_tarto_R3"	"01:01"	714	0.1904
"FINRISK_predictCVD_Corogene_tarto_R3"	"01:02"	688	0.183466666666667
